 0.00000000e+00 8.99502332e-02
 1.00000000e-01 9.09131733e-02
 2.00000000e-01 9.37426636e-02
 3.00000000e-01 9.82776178e-02
 4.00000000e-01 1.04295803e-01
 5.00000000e-01 1.11557430e-01
 6.00000000e-01 1.19836669e-01
 7.00000000e-01 1.28937642e-01
 8.00000000e-01 1.38698684e-01
 9.00000000e-01 1.48990120e-01
 1.00000000e+00 1.59709448e-01
 1.10000000e+00 1.70776114e-01
 1.20000000e+00 1.82126812e-01
 1.30000000e+00 1.93711620e-01
 1.40000000e+00 2.05490946e-01
 1.50000000e+00 2.17433178e-01
 1.60000000e+00 2.29512890e-01
 1.70000000e+00 2.41709470e-01
 1.80000000e+00 2.54006082e-01
 1.90000000e+00 2.66388876e-01
 2.00000000e+00 2.78846370e-01
 2.10000000e+00 2.91368983e-01
 2.20000000e+00 3.03948665e-01
 2.30000000e+00 3.16578615e-01
 2.40000000e+00 3.29253048e-01
 2.50000000e+00 3.41967017e-01
 2.60000000e+00 3.54716271e-01
 2.70000000e+00 3.67497138e-01
 2.80000000e+00 3.80306431e-01
 2.90000000e+00 3.93141371e-01
 3.00000000e+00 4.05999526e-01
