 0.00000000e+00 2.90162716e-02
 1.00000000e+00 3.10446012e-02
 2.00000000e+00 3.41886825e-02
 3.00000000e+00 3.85386960e-02
 4.00000000e+00 4.41674309e-02
 5.00000000e+00 5.11573939e-02
 6.00000000e+00 5.96223570e-02
 7.00000000e+00 6.97202795e-02
 8.00000000e+00 8.16583967e-02
 9.00000000e+00 9.56898009e-02
 1.00000000e+01 1.12096032e-01
 1.10000000e+01 1.31142732e-01
 1.20000000e+01 1.52985523e-01
 1.30000000e+01 1.77495624e-01
 1.40000000e+01 2.03988173e-01
 1.50000000e+01 2.30913805e-01
 1.60000000e+01 2.55748932e-01
 1.70000000e+01 2.75463388e-01
 1.80000000e+01 2.87658071e-01
 1.90000000e+01 2.91675037e-01
 2.00000000e+01 2.88716703e-01
 2.10000000e+01 2.80967951e-01
 2.20000000e+01 2.70592383e-01
 2.30000000e+01 2.59211060e-01
 2.40000000e+01 2.47839330e-01
 2.50000000e+01 2.37026854e-01
